Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	File_identifier
166	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Coarsevirinae	Junduvirus		Junduvirus communis	E	uncultured phage cr2_1			MZ130489		Complete genome	dsDNA	bacteria	Junduvirus_communis.166.MZ130489
167	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Coarsevirinae	Junduvirus		Junduvirus copri	E	uncultured phage cr25_1			MZ130487		Complete genome	dsDNA	bacteria	Junduvirus_copri.167.MZ130487
168	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Doltivirinae	Kahucivirus		Kahucivirus intestinalis	E	uncultured phage cr127_1			MT774393	NC_055886	Complete genome	dsDNA	bacteria	Kahucivirus_intestinalis.168.MT774393
169	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Doltivirinae	Kingevirus		Kingevirus communis	E	uncultured phage cr13_1			MZ130490		Complete genome	dsDNA	bacteria	Kingevirus_communis.169.MZ130490
170	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus gastrointestinalis	E	uncultured phage cr36_1			MZ130479		Complete genome	dsDNA	bacteria	Jahgtovirus_gastrointestinalis.170.MZ130479
171	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus intestinalis	E	uncultured phage cr54_1			MZ130484		Complete genome	dsDNA	bacteria	Jahgtovirus_intestinalis.171.MZ130484
172	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus intestinihominis	E	uncultured phage cr107_1			MT774377	NC_055870	Complete genome	dsDNA	bacteria	Jahgtovirus_intestinihominis.172.MT774377
173	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus secundus	E	Bacteroides phage crAss002			MN917146	NC_055828	Complete genome	dsDNA	bacteria	Jahgtovirus_secundus.173.MN917146
174	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Carjivirus		Carjivirus communis	E	crAssphage			BK010471		Complete genome	dsDNA	bacteria	Carjivirus_communis.174.BK010471
175	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Carjivirus		Carjivirus hominis	E	uncultured phage cr99_1			MZ130481		Complete genome	dsDNA	bacteria	Carjivirus_hominis.175.MZ130481
176	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Dabirmavirus		Dabirmavirus hominis	E	uncultured phage cr9_1			MZ130486		Complete genome	dsDNA	bacteria	Dabirmavirus_hominis.176.MZ130486
177	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Delmidovirus		Delmidovirus copri	E	uncultured phage cr123_1			MZ130476		Complete genome	dsDNA	bacteria	Delmidovirus_copri.177.MZ130476
178	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Delmidovirus		Delmidovirus intestinihominis	E	uncultured phage cr110_1			MT774386	NC_055879	Complete genome	dsDNA	bacteria	Delmidovirus_intestinihominis.178.MT774386
179	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Delmidovirus		Delmidovirus splanchnicus	E	uncultured phage cr11_1			MT774383	NC_055876	Complete genome	dsDNA	bacteria	Delmidovirus_splanchnicus.179.MT774383
180	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Diorhovirus		Diorhovirus copri	E	uncultured phage cr49_1			MZ130474		Complete genome	dsDNA	bacteria	Diorhovirus_copri.180.MZ130474
181	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Diorhovirus		Diorhovirus intestinalis	E	uncultured phage cr3_1			MT774381	NC_055874	Complete genome	dsDNA	bacteria	Diorhovirus_intestinalis.181.MT774381
182	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Drivevirus		Drivevirus gastrointestinalis	E	uncultured phage cr91_1			MZ130480		Complete genome	dsDNA	bacteria	Drivevirus_gastrointestinalis.182.MZ130480
183	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Endlipuvirus		Endlipuvirus intestinihominis	E	uncultured phage cr17_1			MZ130488		Complete genome	dsDNA	bacteria	Endlipuvirus_intestinihominis.183.MZ130488
184	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Whopevirus		Whopevirus animalis	E	crAssphage sp. isolate ctbg_1			MH616963	NC_055760	Complete genome	dsDNA	bacteria	Whopevirus_animalis.184.MH616963
185	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Obtuvirinae	Fohxhuevirus		Fohxhuevirus gastrointestinalis	E	uncultured phage cr8_1			MT774384	NC_055877	Complete genome	dsDNA	bacteria	Fohxhuevirus_gastrointestinalis.185.MT774384
186	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Obtuvirinae	Hacihdavirus		Hacihdavirus animalis	E	uncultured phage cr271_1			MT774394	NC_055887	Complete genome	dsDNA	bacteria	Hacihdavirus_animalis.186.MT774394
187	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Obtuvirinae	Wotdevirus		Wotdevirus murinus	E	crAssphage sp. isolate ctcc615			MH552500	NC_055756	Complete genome	dsDNA	bacteria	Wotdevirus_murinus.187.MH552500
188	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Akihdevirus		Akihdevirus balticus	E	Cellulophaga phage phi14:2			KC821624	NC_021806	Complete genome	dsDNA	bacteria	Akihdevirus_balticus.188.KC821624
189	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Kahnovirus		Kahnovirus copri	E	uncultured phage cr44_1			MZ130483		Complete genome	dsDNA	bacteria	Kahnovirus_copri.189.MZ130483
190	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Kahnovirus		Kahnovirus oralis	E	uncultured phage cr85_1			MT774390	NC_055883	Complete genome	dsDNA	bacteria	Kahnovirus_oralis.190.MT774390
191	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Kehishuvirus		Kehishuvirus primarius	E	Bacteroides phage crAss001			MH675552	NC_049977	Complete genome	dsDNA	bacteria	Kehishuvirus_primarius.191.MH675552
192	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Kehishuvirus		Kehishuvirus splanchnicus	E	uncultured phage cr112_1			MT774388	NC_055881	Complete genome	dsDNA	bacteria	Kehishuvirus_splanchnicus.192.MT774388
193	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Kolpuevirus		Kolpuevirus coli	E	uncultured phage cr151_1			MZ130478		Complete genome	dsDNA	bacteria	Kolpuevirus_coli.193.MZ130478
194	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Kolpuevirus		Kolpuevirus hominis	E	uncultured phage cr126_1			MT774391	NC_055884	Complete genome	dsDNA	bacteria	Kolpuevirus_hominis.194.MT774391
195	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Lahndsivirus		Lahndsivirus rarus	E	uncultured phage cr111_1			MT774387	NC_055880	Complete genome	dsDNA	bacteria	Lahndsivirus_rarus.195.MT774387
196	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Lebriduvirus		Lebriduvirus gastrointestinalis	E	uncultured phage cr18_1			MZ130485	NC_062775	Complete genome	dsDNA	bacteria	Lebriduvirus_gastrointestinalis.196.MZ130485
197	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Mahlunavirus		Mahlunavirus rarus	E	uncultured phage cr128_1			MT774392	NC_055885	Complete genome	dsDNA	bacteria	Mahlunavirus_rarus.197.MT774392
198	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Mahstovirus		Mahstovirus faecalis	E	uncultured phage cr106_1			MT774378	NC_055871	Complete genome	dsDNA	bacteria	Mahstovirus_faecalis.198.MT774378
199	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Pamirivirus		Pamirivirus faecium	E	uncultured phage cr116_1			MT774389	NC_055882	Complete genome	dsDNA	bacteria	Pamirivirus_faecium.199.MT774389
200	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Paundivirus		Paundivirus hollandii	E	IAS virus			KJ003983	NC_049978	Complete genome	dsDNA	bacteria	Paundivirus_hollandii.200.KJ003983
201	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Pipoluvirus		Pipoluvirus rarus	E	uncultured phage cr108_1			MT774385	NC_055878	Complete genome	dsDNA	bacteria	Pipoluvirus_rarus.201.MT774385
202	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Steigviridae	Asinivirinae	Wulfhauvirus		Wulfhauvirus bangladeshii	E	Bacteroides phage DAC15			MT074136	NC_055832	Complete genome	dsDNA	bacteria	Wulfhauvirus_bangladeshii.202.MT074136
203	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Bearivirinae	Afonbuvirus		Afonbuvirus coli	E	uncultured phage cr35_1			MZ130499		Complete genome	dsDNA	bacteria	Afonbuvirus_coli.203.MZ130499
204	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Bearivirinae	Afonbuvirus		Afonbuvirus faecalis	E	uncultured phage cr6_1			MT774401	NC_055894	Complete genome	dsDNA	bacteria	Afonbuvirus_faecalis.204.MT774401
205	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Bearivirinae	Afonbuvirus		Afonbuvirus intestinihominis	E	uncultured phage cr12_1			MZ130492		Complete genome	dsDNA	bacteria	Afonbuvirus_intestinihominis.205.MZ130492
206	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Boorivirinae	Canhaevirus		Canhaevirus faecalis	E	uncultured phage cr77_1			MZ130482		Complete genome	dsDNA	bacteria	Canhaevirus_faecalis.206.MZ130482
207	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Boorivirinae	Canhaevirus		Canhaevirus hiberniae	E	uncultured phage cr10_1			MT774382	NC_055875	Complete genome	dsDNA	bacteria	Canhaevirus_hiberniae.207.MT774382
208	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Boorivirinae	Cohcovirus		Cohcovirus hiberniae	E	uncultured phage cr50_1			MT774375	NC_055868	Complete genome	dsDNA	bacteria	Cohcovirus_hiberniae.208.MT774375
209	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Boorivirinae	Cohcovirus		Cohcovirus splanchnicus	E	uncultured phage cr30_1			MZ130475		Complete genome	dsDNA	bacteria	Cohcovirus_splanchnicus.209.MZ130475
210	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Boorivirinae	Culoivirus		Culoivirus americanus	E	uncultured phage cr1_1			MT774380	NC_055873	Complete genome	dsDNA	bacteria	Culoivirus_americanus.210.MT774380
211	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Boorivirinae	Culoivirus		Culoivirus faecalis	E	uncultured phage cr149_1			MZ130477		Complete genome	dsDNA	bacteria	Culoivirus_faecalis.211.MZ130477
212	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Boorivirinae	Culoivirus		Culoivirus intestinalis	E	uncultured phage cr55_1			MT774376	NC_055869	Complete genome	dsDNA	bacteria	Culoivirus_intestinalis.212.MT774376
213	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Blohavirus		Blohavirus americanus	E	uncultured phage cr53_1			MT774396	NC_055889	Complete genome	dsDNA	bacteria	Blohavirus_americanus.213.MT774396
214	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Blohavirus		Blohavirus faecalis	E	uncultured phage cr150_1			MZ130495		Complete genome	dsDNA	bacteria	Blohavirus_faecalis.214.MZ130495
215	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Buchavirus		Buchavirus coli	E	uncultured phage cr113_1			MT774403	NC_055896	Complete genome	dsDNA	bacteria	Buchavirus_coli.215.MT774403
216	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Buchavirus		Buchavirus copri	E	uncultured phage cr52_1			MT774395	NC_055888	Complete genome	dsDNA	bacteria	Buchavirus_copri.216.MT774395
217	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Buchavirus		Buchavirus faecalis	E	uncultured phage cr56_1			MT774397	NC_055890	Complete genome	dsDNA	bacteria	Buchavirus_faecalis.217.MT774397
218	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Buchavirus		Buchavirus hiberniae	E	uncultured phage cr16_1			MZ130498		Complete genome	dsDNA	bacteria	Buchavirus_hiberniae.218.MZ130498
219	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Buchavirus		Buchavirus hominis	E	uncultured phage cr60_1			MT774398	NC_055891	Complete genome	dsDNA	bacteria	Buchavirus_hominis.219.MT774398
220	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Buchavirus		Buchavirus intestinalis	E	uncultured phage cr105_1			MZ130493		Complete genome	dsDNA	bacteria	Buchavirus_intestinalis.220.MZ130493
221	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Buchavirus		Buchavirus oralis	E	uncultured phage cr82_1			MZ130496		Complete genome	dsDNA	bacteria	Buchavirus_oralis.221.MZ130496
222	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Buchavirus		Buchavirus splanchnicus	E	uncultured phage cr109_1			MT774399	NC_055892	Complete genome	dsDNA	bacteria	Buchavirus_splanchnicus.222.MT774399
223	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Loutivirinae	Buorbuivirus		Buorbuivirus hominis	E	uncultured phage cr4_1			MT774400	NC_055893	Complete genome	dsDNA	bacteria	Buorbuivirus_hominis.223.MT774400
224	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Oafivirinae	Bohxovirus		Bohxovirus oralis	E	uncultured phage cr61_1			MZ130491		Complete genome	dsDNA	bacteria	Bohxovirus_oralis.224.MZ130491
225	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Oafivirinae	Buhlduvirus		Buhlduvirus animalis	E	uncultured phage cr273_1			MT774411	NC_055904	Complete genome	dsDNA	bacteria	Buhlduvirus_animalis.225.MT774411
226	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Oafivirinae	Buhlduvirus		Buhlduvirus porcinus	E	uncultured phage cr272_1			MT774410	NC_055903	Complete genome	dsDNA	bacteria	Buhlduvirus_porcinus.226.MT774410
227	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Oafivirinae	Burzaovirus		Burzaovirus coli	E	uncultured phage cr7_1			MT774402	NC_055895	Complete genome	dsDNA	bacteria	Burzaovirus_coli.227.MT774402
228	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Oafivirinae	Burzaovirus		Burzaovirus faecalis	E	uncultured phage cr124_1			MT774406	NC_055899	Complete genome	dsDNA	bacteria	Burzaovirus_faecalis.228.MT774406
229	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Oafivirinae	Burzaovirus		Burzaovirus intestinihominis	E	uncultured phage cr29_1			MZ130497		Complete genome	dsDNA	bacteria	Burzaovirus_intestinihominis.229.MZ130497
230	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Oafivirinae	Cacepaovirus		Cacepaovirus simiae	E	uncultured phage cr131_1			MT774409	NC_055902	Complete genome	dsDNA	bacteria	Cacepaovirus_simiae.230.MT774409
231	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Oafivirinae	Chuhaivirus		Chuhaivirus simiae	E	uncultured phage cr130_1			MT774408	NC_055901	Complete genome	dsDNA	bacteria	Chuhaivirus_simiae.231.MT774408
232	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Uncouvirinae	Aurodevirus		Aurodevirus hiberniae	E	uncultured phage cr23_1			MZ130500		Complete genome	dsDNA	bacteria	Aurodevirus_hiberniae.232.MZ130500
233	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Uncouvirinae	Aurodevirus		Aurodevirus hominis	E	uncultured phage cr125_1			MT774407	NC_055900	Complete genome	dsDNA	bacteria	Aurodevirus_hominis.233.MT774407
234	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Uncouvirinae	Aurodevirus		Aurodevirus intestinalis	E	uncultured phage cr114_1			MT774404	NC_055897	Complete genome	dsDNA	bacteria	Aurodevirus_intestinalis.234.MT774404
235	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Uncouvirinae	Besingivirus		Besingivirus coli	E	uncultured phage cr118_1			MT774379	NC_055872	Complete genome	dsDNA	bacteria	Besingivirus_coli.235.MT774379
236	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Uncouvirinae	Birpovirus		Birpovirus hiberniae	E	uncultured phage cr115_1			MT774405	NC_055898	Complete genome	dsDNA	bacteria	Birpovirus_hiberniae.236.MT774405
237	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae	Uncouvirinae	Birpovirus		Birpovirus hominis	E	uncultured phage cr19_1			MZ130494		Complete genome	dsDNA	bacteria	Birpovirus_hominis.237.MZ130494
238	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Suoliviridae		Dechshavirus		Dechshavirus japanensis	E	Azobacteroides phage ProJPt-Bp1			AP017903	NC_055706	Complete genome	dsDNA	bacteria	Dechshavirus_japanensis.238.AP017903
239	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Juravirales		Yangangviridae		Mathaucavirus		Mathaucavirus yangshanense	E	Nitrososphaeria virus YSH_922147	YSH_922147		ON649701	NC_077213	Complete genome	dsDNA	archaea	Mathaucavirus_yangshanense.239.ON649701
240	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Juravirales		Yangangviridae		Nohelivirus		Nohelivirus yangshanense	E	Nitrososphaeria virus YSH_462411	YSH_462411		ON649699	NC_077211	Complete genome	dsDNA	archaea	Nohelivirus_yangshanense.240.ON649699
241	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Juravirales		Yangangviridae		Senitvirus		Senitvirus yangshanense	E	Nitrososphaeria virus YSH_174770	YSH_174770		ON649700	NC_077212	Complete genome	dsDNA	archaea	Senitvirus_yangshanense.241.ON649700
242	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Juravirales		Yanlukaviridae		Sweetvirus		Sweetvirus yangshanense	E	Nitrososphaeria virus YSH_1032793	YSH_1032793		ON649698	NC_077210	Complete genome	dsDNA	archaea	Sweetvirus_yangshanense.242.ON649698
243	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Kirjokansivirales		Graaviviridae		Beejeyvirus		Beejeyvirus BJ1	E	Halorubrum virus BJ1	BJ1		AM419438	NC_008695	Complete genome	dsDNA	archaea	Beejeyvirus_BJ1.243.AM419438
244	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Kirjokansivirales		Graaviviridae		Seejivirus		Seejivirus CGphi46	E	Halorubrum virus CGphi46	CGphi46		HQ332141	NC_021537	Complete genome	dsDNA	archaea	Seejivirus_CGphi46.244.HQ332141
245	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Kirjokansivirales		Haloferuviridae		Dpdavirus		Dpdavirus HRTV29	E	Halorubrum tailed virus 29	HRTV29		MZ334526	NC_062762	Complete genome	dsDNA	archaea	Dpdavirus_HRTV29.245.MZ334526
246	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Kirjokansivirales		Haloferuviridae		Retbasiphovirus		Retbasiphovirus HFTV1	E	Haloferax tailed virus 1	HFTV1		MG550112	NC_062739	Complete genome	dsDNA	archaea	Retbasiphovirus_HFTV1.246.MG550112
247	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Kirjokansivirales		Haloferuviridae		Saldibavirus		Saldibavirus HRTV4	E	Halorubrum tailed virus 4	HRTV4		KC292023	NC_021329	Complete genome	dsDNA	archaea	Saldibavirus_HRTV4.247.KC292023
248	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Kirjokansivirales		Pyrstoviridae		Hatrivirus		Hatrivirus HATV3	E	Haloarcula tailed virus 3	HATV3		MZ334527	NC_062757	Complete genome	dsDNA	archaea	Hatrivirus_HATV3.248.MZ334527
249	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Kirjokansivirales		Shortaselviridae		Lonfivirus		Lonfivirus HSTV1	E	Haloarcula sinaiiensis tailed virus 1	HSTV1		KC117378	NC_021471	Complete genome	dsDNA	archaea	Lonfivirus_HSTV1.249.KC117378
250	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Magrovirales		Aoguangviridae		Aobingvirus		Aobingvirus yangshanense	E	Poseidoniales virus YSH_150918	YSH_150918		ON649702	NC_077214	Complete genome	dsDNA	archaea	Aobingvirus_yangshanense.250.ON649702
251	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Methanobavirales		Anaerodiviridae		Metforvirus		Metforvirus Drs3	E	Methanobacterium virus Drs3	Drs3		MH674343	NC_062738	Complete genome	dsDNA	archaea	Metforvirus_Drs3.251.MH674343
252	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Methanobavirales		Leisingerviridae		Psimunavirus		Psimunavirus psiM2	E	Methanobacterium phage psiM2			AF065411	NC_001902	Complete genome	dsDNA	archaea	Psimunavirus_psiM2.252.AF065411
253	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Nakonvirales		Ahpuchviridae		Kisinvirus		Kisinvirus pescaderoense	E	Methanophagales virus PBV299	PBV299		OP413838	NC_074638	Complete genome	dsDNA	archaea	Kisinvirus_pescaderoense.253.OP413838
254	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Nakonvirales		Ekchuahviridae		Kukulkanvirus		Kukulkanvirus guaymasense	E	Methanophagales virus GBV301	GBV301		OP880252	NC_074639	Complete genome	dsDNA	archaea	Kukulkanvirus_guaymasense.254.OP880252
255	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Nakonvirales		Ekchuahviridae		Kukulkanvirus		Kukulkanvirus mexicoense	E	Methanophagales virus GBV302	GBV302		OP880253	NC_074640	Complete genome	dsDNA	archaea	Kukulkanvirus_mexicoense.255.OP880253
256	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Druskaviridae		Hacavirus		Hacavirus HCTV1	E	Haloarcula californiae tailed virus 1	HCTV-1		KC292029	NC_021330	Complete genome	dsDNA	archaea	Hacavirus_HCTV1.256.KC292029
257	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Druskaviridae		Tredecimvirus		Tredecimvirus HVTV1	E	Haloarcula vallismortis tailed virus 1	HVTV-1		KC117377	NC_020158	Complete genome	dsDNA	archaea	Tredecimvirus_HVTV1.257.KC117377
258	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Haloferacalesvirus		Haloferacalesvirus HF1	E	Halophage HF1	HF1		AY190604	NC_004927	Complete genome	dsDNA	archaea	Haloferacalesvirus_HF1.258.AY190604
259	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Haloferacalesvirus		Haloferacalesvirus HJTV2	E	Halorubrum tailed virus 24	HRTV-24		MZ334513	NC_062755	Complete genome	dsDNA	archaea	Haloferacalesvirus_HJTV2.259.MZ334513
260	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Haloferacalesvirus		Haloferacalesvirus HRTV10	E	Halorubrum tailed virus 10	HRTV-10		MZ334496	NC_062758	Complete genome	dsDNA	archaea	Haloferacalesvirus_HRTV10.260.MZ334496
261	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Thumleimavirales		Hafunaviridae		Haloferacalesvirus		Haloferacalesvirus HRTV5	E	Halorubrum tailed phage 5	HRTV-5		KC292022	NC_021320	Complete genome	dsDNA	archaea	Haloferacalesvirus_HRTV5.261.KC292022
